,word
11726,他出
11727,生于
11728,法国
11729,贝桑松
11730,军
11731, 
11732,情节
11733,悲惨世界
11734,世界名著
11735,进
11736,学校
11737,教材
11738,重量级
11739,属于
11740,必读
11741,收藏
11742,系列
11743,入手
11744,后浪
11745,插图
11746,经典
11747,系列
11748,大部头
11749,经典
11750,一套
11751,悲惨世界
11752,全书
11753,共有
11754,五
11755,大部分
11756,芳汀
11757,珂
11758,赛特
11759,马吕斯
11760,卜吕梅
11761,街
11762,儿女情
11763,圣德尼
11764,街
11765,英雄
11766,血
11767,及
11768,冉
11769,阿让
11770,因而
11771,后浪
11772,每
11773,部分
11774,做
11775,分册
11776, 
11777,前天
11778,大麦
11779,抢票
11780,法
11781,建交
11782,60
11783,周年
11784,特别
11785,项目
11786,悲惨世界
11787,巡演
11788,刘烨
11789,首演
11790,致辞
11791,艺术
11792,无国界
11793,爱情
11794,无国界
11795,一切
11796,只会
11797,越来越
11798,好
11799,书架上
11800,这套
11801,后浪
11802,插图
11803,版
11804,悲惨世界
11805,拿
11806,下来
11807,再
11808,一次
11809,阅读
11810,感受
11811,波澜壮阔
11812,情感
11813,时代
11814,革命者
11815,涌起
11816,强烈
11817,敬仰
11818,作品
11819, 
11820,残酷
11821,现实
11822,极端
11823,浪漫
11824,相结合
11825,作品
11826,宗教
11827,博爱
11828,救赎
11829,革命
11830,进步
11831,牺牲
11832,亲情
11833,伟大
11834,妥协
11835,爱情
11836,浪漫
11837,单纯
11838,作者
11839,多么
11840,热爱
11841,法国
11842,巴黎
11843,一首
11844,倾注
11845,全部
11846,感情
11847,赞歌
11848,悲歌
11849,整洁
11850,街道
11851,优美
11852,花园
11853,简陋
11854,房子
11855,肮脏
11856,下水道
11857,被迫
11858,卖身
11859,女人
11860,有卑
11861, 
11862,两个
11863,月
11864,鸿篇巨著
11865,读过
11866,懂
11867,不会
11868,吃
11869,得
11870,顺畅
11871,每到
11872,故事情节
11873,承转
11874,雨果
11875,老爷子
11876,加入
11877,一大
11878,段
11879,哲学
11880,思考
11881,或是
11882,具有
11883,时代特色
11884,深度
11885,研究
11886,神思
11887,错乱
11888,不得不
11889,顶
11890,下去
11891,跟
11892,普通
11893,读者
11894,一样
11895,我仅
11896,盲目
11897,情节
11898,追求者
11899,老爷子
11900,高论
11901,一时
11902,难以
11903,消化
11904,只是
11905,浅尝
11906, 
11907,作家
11908,迟子
11909,建说
11910,爱
11911,文学
11912,等于
11913,黑暗
11914,拥有
11915,一盏
11916,明灯
11917,生命
11918,便
11919,因
11920,盏
11921,明灯
11922,点亮
11923,我常想
11924,若
11925,更
11926,生命
11927,因
11928,文学
11929,点亮
11930,那该
11931,好
11932,不如
11933,陪
11934,文学
11935,吧
11936,今天
11937,陪读
11938,第
11939,9
11940,期
11941,陪
11942,维克多
11943,.
11944,雨果
11945,长篇
11946,巨著
11947,悲惨世界
11948,继续
11949,第
11950,3
11951,本
11952,文学
11953,共读
11954, 
11955,作家
11956,迟子
11957,建说
11958,爱
11959,文学
11960,等于
11961,黑暗
11962,拥有
11963,一盏
11964,明灯
11965,生命
11966,便
11967,因
11968,盏
11969,明灯
11970,点亮
11971,我常想
11972,若
11973,更
11974,生命
11975,因
11976,文学
11977,点亮
11978,那该
11979,好
11980,不如
11981,陪
11982,文学
11983,吧
11984,今天
11985,陪读
11986,第
11987,5
11988,期
11989,陪
11990,维克多
11991,.
11992,雨果
11993,长篇
11994,巨著
11995,悲惨世界
11996,继续
11997,第
11998,3
11999,本
12000,文学
12001,共读
12002, 
12003,悲惨世界
12004,法国
12005,作家
12006,维克多
12007,雨果
12008,巨著
12009,世界
12010,文学史
12011,经典之作
12012,作品
12013,19
12014,世纪
12015,法国
12016,社会
12017,背景
12018,通过
12019,作者
12020,主人公
12021,瓦
12022,生动
12023,深刻
12024,人物描写
12025,展现
12026,贫富悬殊
12027,社会
12028,不公
12029,人性
12030,善恶
12031,等等
12032,深深
12033,触动
12034,读者
12035,心灵
12036,悲惨世界
12037,问世
12038,以来
12039,出版
12040,无数
12041,版本
12042,这套
12043, 
12044,作家
12045,迟子
12046,建说
12047,爱
12048,文学
12049,等于
12050,黑暗
12051,拥有
12052,一盏
12053,明灯
12054,生命
12055,便
12056,因
12057,盏
12058,明灯
12059,点亮
12060,我常想
12061,若
12062,更
12063,生命
12064,因
12065,文学
12066,点亮
12067,那该
12068,好
12069,不如
12070,陪
12071,文学
12072,吧
12073,今天
12074,陪读
12075,第
12076,4
12077,期
12078,陪
12079,维克多
12080,.
12081,雨果
12082,长篇
12083,巨著
12084,悲惨世界
12085,开启
12086,第
12087,3
12088,本
12089,文学
12090,共读
12091, 
12092,情节
12093,一八
12094,六二年
12095,六月
12096,三十日
12097,悲惨世界
12098,鸿篇巨制
12099,比利时
12100,问世
12101,出版
12102,引起
12103,强烈反响
12104,时至今日
12105,影响
12106,仍
12107,遍布
12108,全球
12109,相信
12110,很多
12111,朋友
12112,看过
12113,或者
12114,电影版
12115,为什么
12116,如今
12117,当时
12118,成长
12119,战争
12120,能够
12121,吃饱穿暖
12122,日子
12123,能够
12124,体会
12125,160
12126,年前
12127,震撼人心
12128,皇皇
12129,巨著
12130,所描
12131, 
12132,这是
12133,一本
12134,得
12135,细细
12136,咀嚼
12137,才
12138,得出
12139,味道
12140,越
12141,留恋
12142,于
12143,此
12144,只会
12145,悲伤
12146,加倍
12147,无法自拔
12148,得
12149,承认
12150,大部头
12151,过程
12152,有些
12153,费神
12154,字数
12155,多达
12156,一百多万
12157,字
12158,还要
12159,结合
12160,法国
12161,历史背景
12162,理解
12163,不是
12164,件
12165,轻松
12166,事
12167,不过
12168,由于
12169,作品
12170,太
12171,出名
12172,现在
12173,市面上
12174,其实
12175,很多
12176,浓缩
12177,删节版
12178,连
12179,电影
12180,戏剧
12181,或者
12182,音乐剧
12183, 
12184,对于
12185,20
12186,多岁
12187,将要
12188,走进
12189,社会
12190,青年人
12191,应该
12192,读一读
12193,悲惨世界
12194,去
12195,了解
12196,真实世界
12197,模样
12198,世界
12199,不再
12200,家人
12201,打造
12202,小
12203,世界
12204,不论是
12205,温馨
12206,还是
12207,冷漠
12208,将
12209,成为
12210,过去
12211,终将
12212,融入
12213,复杂
12214,社会
12215,参与
12216,社会
12217,运行
12218,进入
12219,阶层
12220,体会
12221,真实世界
12222,相处
12223,之道
12224,一样
12225,世界
12226,才
12227,好
12228,理解
12229,社会
12230,现
12231, 
12232,大英百科全书
12233,维克多
12234,雨果
12235,唯一
12236,拥有
12237,两个
12238,词条
12239,作家
12240,维克多
12241,雨果
12242,还有
12243,称为
12244,人类
12245,苦难
12246,百科全书
12247,悲惨世界
12248,[
12249,悲惨世界
12250,]
12251,如果说
12252,巴黎圣母院
12253,维克多
12254,雨果
12255,只是
12256,想要
12257,写
12258,好
12259,故事
12260,悲惨世界
12261,雨果
12262,则
12263,扮演
12264,成
12265,造
12266, 
12267,分享
12268,我要
12269,大家
12270,带来
12271,一套
12272,超级
12273,燃
12274,法国
12275,文豪
12276,雨果
12277,传世之作
12278,悲惨世界
12279,这套
12280,经典
12281,名著
12282,真的
12283,心头
12284,好
12285,每次
12286,翻阅
12287,能
12288,感受
12289,浓浓的
12290,人性
12291,社会
12292,关怀
12293,首先
12294,封面设计
12295,非常
12296,感觉
12297,几个
12298,大字
12299,Les
12300,Mis
12301,é
12302,rables
12303,即
12304,悲惨世界
12305,仿佛
12306,充
12307, 
12308,收到
12309,第
12310,|
12311,一时间
12312,惊叹
12313,于
12314,这套
12315,颜值
12316,使得
12317,不得不
12318,开篇
12319,整套书
12320,装帧
12321,设计
12322,一下
12323,大函套
12324,精装
12325,硬壳
12326,设计
12327,并且
12328,带有
12329,封口
12330,带来
12331,仪式
12332,感
12333,满满的
12334,开箱
12335,仪式
12336,整体
12337,克莱因
12338,蓝
12339,配色
12340,由于
12341,且
12342,深沉
12343,跟
12344,内容
12345,相
12346,呼应
12347,书中
12348,附赠
12349,作家
12350,雨果
12351,亲手
12352,绘制
12353,藏书票
12354,意想不到
12355,惊喜
12356,悲
12357, 
12358,法国
12359,大
12360,作家
12361,维克多
12362,雨果
12363,代表作
12364,公
12365,5
12366,认为
12367,19
12368,世纪
12369,法国
12370,文学
12371,经典之作
12372,真是
12373,震撼人心
12374,鸿篇巨著
12375,世界
12376,文学
12377,现实主义
12378,浪漫主义
12379,巅峰
12380,代表
12381,之作
12382,悲惨世界
12383,雨果
12384,浩大
12385,叙事
12386,手法
12387,详细
12388,描写
12389,将
12390,读者
12391,带入
12392,19
12393,世纪
12394,法国
12395,社会
12396,各个
12397,角落
12398,通过
12399,细腻
12400,而生
12401, 
12402,悲惨世界
12403,被称作
12404,人类
12405,苦难
12406,百科全书
12407,将
12408,苦难
12409,人性
12410,挣扎
12411,善恶
12412,挣扎
12413,一览无余
12414,展现
12415,出来
12416,融入
12417,法国
12418,历史
12419,革
12420,.
12421,命
12422,战争
12423,哲学
12424,法律
12425,宗教
12426,正义
12427,善良
12428,使
12429,人物
12430,历史
12431,极具
12432,震撼性
12433,力量
12434,围绕
12435,瓦
12436,个人
12437,传奇
12438,经历
12439,生活
12440,所迫
12441,瓦
12442,善良
12443,淳朴
12444, 
12445,提到
12446,法国
12447,著名
12448,长篇小说
12449,悲惨世界
12450,不得不
12451,提到
12452,雨果
12453,先生
12454,充满
12455,传奇
12456,一生
12457,创作
12458,大量
12459,文学作品
12460,当之无愧
12461,法国
12462,浪漫主义
12463,文学
12464,父
12465,雨果
12466,先生
12467,诸多
12468,作品
12469,当时
12470,社会
12471,缩影
12472,悲惨世界
12473,十九世纪
12474,三十
12475,年代
12476,初
12477,开始
12478,酝酿
12479,一八
12480,六二年
12481,问世
12482,前后
12483,经历
12484,三十余年
12485,悲惨世界
12486, 
12487,情节
12488,维克多
12489,雨果
12490,法国
12491,浪漫主义
12492,文学
12493,代表
12494,作家
12495,伟大
12496,抒情诗
12497,杰出
12498,小说家
12499,更是
12500,无国界
12501,天才
12502,人们
12503,称为
12504,法兰西
12505,莎士比亚
12506,一生
12507,写过
12508,多部
12509,诗歌
12510,剧本
12511,各种
12512,散文
12513,文艺
12514,评论
12515,及
12516,政论
12517,文章
12518,法国
12519,及
12520,世界
12521,有着
12522,广泛
12523,影响力
12524,代表作
12525,巴黎圣母院
12526,九三年
12527,悲惨
12528, 
12529,情节
12530,提到
12531,法国
12532,文学
12533,绝对
12534,绕不开
12535,杰出人物
12536,法国
12537,象征派
12538,诗歌
12539,先驱
12540,波德莱尔
12541,赞美
12542,一位
12543,超越
12544,国境
12545,天才
12546,诺贝尔文学奖
12547,得主
12548,罗曼
12549,罗兰
12550,这样
12551,评价
12552,文学界
12553,艺术界
12554,所有
12555,伟人
12556,唯一
12557,活在
12558,法兰西
12559,人民
12560,心中
12561,伟人
12562,法国
12563,20
12564,世纪
12565,重要
12566,哲学家
12567,萨特
12568,称
12569,法国
12570,极少数
12571,真正
12572,受到
12573,民众
12574, 
12575,如果说
12576,人类
12577,文学
12578,一座
12579,巅
12580,｜
12581,峰
12582,悲惨世界
12583,毋庸置疑
12584,上面
12585,蕞
12586,璀璨
12587,那颗
12588,明珠
12589,经典
12590,名著
12591,相信
12592,很多
12593,即便
12594,来得及
12595,有所
12596,耳闻
12597,悲惨世界
12598,之所以
12599,世人
12600,喜爱
12601,大概
12602,主人公
12603,瓦
12604,经历
12605,产生
12606,共情
12607,砸坏
12608,一块
12609,玻璃
12610,偷
12611,面包
12612,便
12613,判刑
12614,十
12615, 
12616,悲惨世界
12617,真的
12618,悲剧
12619,吗
12620,认为
12621,不全是
12622,尽管
12623,被誉为
12624,人类
12625,苦难
12626,百科全书
12627,书中
12628,人物
12629,各有
12630,各
12631,不幸
12632,整部
12633,蔓延
12634,悲伤
12635,气息
12636,其中
12637,积极
12638,浪漫主义
12639,色彩
12640,不该
12641,被忽视
12642,比如
12643,瓦
12644,为了
12645,救人
12646,可以
12647,举起
12648,一块
12649,巨大
12650,石头
12651,这样
12652,情节
12653,本身
12654,具有
12655,扬善
12656,积极意义
12657,雨果
12658,创作
12659,风
12660, 
12661,人类
12662,苦难
12663,百科全书
12664,上次
12665,悲惨世界
12666,还是
12667,高中
12668,七年
12669,过去
12670,曾经
12671,找
12672,不到
12673,雨果
12674,文字
12675,魅力
12676,留在
12677,心中
12678,之前
12679,后浪
12680,经典
12681,名著
12682,系列
12683,高老头
12684,欧也妮
12685,装帧
12686,精美
12687,质量
12688,保障
12689,所以
12690,当
12691,后浪
12692,出
12693,悲惨世界
12694,函
12695,套版
12696,恰巧
12697,遇到
12698,�
12699,东
12700,图书
12701,活动
12702,入手
12703,简
12704, 
12705,人生
12706,无数种
12707,念
12708,可以
12709,失去人性
12710,念
12711,可以
12712,变得
12713,善良
12714,普通人
12715,可以
12716,轰轰烈烈
12717,人生
12718,爱
12719,世间
12720,变得
12721,美好
12722,爱
12723,痛苦
12724,得到
12725,救赎
12726,爱
12727,世间
12728,蕞
12729,美好
12730,事
12731,悲惨世界
12732,一书
12733,之后
12734,蕞
12735,大
12736,感触
12737,满心
12738,期待
12739,迎来
12740,后浪
12741,这套
12742,珍藏版
12743,悲惨世界
12744,深深
12745, 
12746,收到
12747,快递
12748,打开
12749,一阵
12750,狂喜
12751,~
12752,一套
12753,大箱子
12754,寄过来
12755,包装
12756,细致
12757,打开
12758,一看
12759,更是
12760,惊喜万分
12761,侧边
12762,黑色
12763,封条
12764,拆书
12765,仪式
12766,感拉满
12767,拆得
12768,小心翼翼
12769,生怕
12770,弄坏了
12771,这有
12772,逼格
12773,封条
12774,谜底
12775,终将
12776,揭开
12777,珍藏版
12778,设计
12779,精美
12780,全套
12781,分成
12782,五册
12783,书脊
12784,蓝底
12785,红字
12786,每本
12787,红白
12788,蓝
12789,封面
12790, 
12791,悲惨世界
12792,伟大
12793,文学作品
12794,被誉为
12795,人类
12796,命运
12797,百科全书
12798,这本
12799,深刻
12800,人性
12801,社会
12802,反映
12803,闻名
12804,一代
12805,文学
12806,巨匠
12807,雨果
12808,杰作
12809,一本
12810,值得
12811,收藏
12812,明珠
12813,版本
12814,后浪
12815,插图
12816,珍藏版
12817,具有
12818,引人入胜
12819,外观
12820,内部
12821,设计
12822,展现出
12823,高质量
12824,良好
12825,颜值
12826,资深
12827,译者
12828,潘丽珍
12829,进行
12830,全新
12831,修订
12832, 
12833,曾经
12834,以为
12835,悲惨世界
12836,余华
12837,活着
12838,一样
12839,根本
12840,不敢
12841,生怕
12842,那样
12843,苦难
12844,自己
12845,无法
12846,承受
12847,然而
12848,偶然
12849,机遇
12850,打开
12851,套书
12852,发现
12853,想象
12854,中有
12855,很大
12856,不同
12857,有人
12858,如果
12859,童年
12860,将
12861,感受
12862,无限
12863,悲惨
12864,如果
12865,再
12866,觉得
12867,没
12868,那么
12869,惨
12870,想
12871,之所以
12872,觉得
12873, 
12874,悲惨世界
12875,法国
12876,文学
12877,传世之作
12878,世界级
12879,经典
12880,巨著
12881,法国
12882,作家
12883,维克多
12884,雨果
12885,于
12886,1862
12887,推出
12888,长篇小说
12889,讲述
12890,一段
12891,拿破仑
12892,战争
12893,时期
12894,及
12895,之后
12896,十几年
12897,历史背景
12898,作品
12899,社会
12900,观察
12901,描绘
12902,非常
12903,深入
12904,瓦
12905,命运
12906,变迁
12907,中心
12908,展现出
12909,法国
12910,社会
12911,复杂性
12912, 
12913,情节
12914,书名
12915,悲惨世界
12916,作者
12917,【
12918,法
12919,】
12920,维克多
12921,雨果
12922,译者
12923,潘丽珍
12924,学生
12925,时期
12926,知道
12927,悲惨世界
12928,鼎鼎大名
12929,如今
12930,第一次
12931,阅读
12932,真的
12933,太太
12934,太
12935,震撼
12936,套书
12937,一共
12938,分为
12939,五册
12940,分别
12941,第一部
12942,芳
12943,蒂娜
12944,第二部
12945,珂
12946,赛特
12947,第三部
12948,马里
12949,尤斯
12950,第四部
12951,普吕梅
12952,街
12953,田园诗
12954,圣德尼
12955,街
12956, 
12957,读一
12958,需要
12959,缘分
12960,以及
12961,心情
12962,雨果
12963,悲惨世界
12964,一次
12965,阅读
12966,�
12967,还是
12968,高中
12969,时期
12970,那个
12971,期待
12972,不同
12973,风土人情
12974,一样
12975,世界
12976,30
12977,岁
12978,现在
12979,经典
12980,再
12981,真的
12982,一样
12983,感受
12984,雨果
12985,展现
12986,社会
12987,常态
12988,人性
12989,三观
12990,一群
12991,爱
12992,牺牲
12993,互助
12994,唤醒
12995,阅读者
12996,对弱
12997, 
12998,花费
12999,5
13000,天
13001,总
13002,耗时
13003,35
13004,小时
13005,法国
13006,大
13007,文豪
13008,维克多
13009,雨果
13010,扛鼎之作
13011,这样
13012,大部头
13013,悲惨世界
13014,重新
13015,一遍
13016,感慨万千
13017,感受
13018,经典
13019,无与伦比
13020,魅力
13021,同时
13022,知道
13023,为什么
13024,现在
13025,很难
13026,再
13027,出现
13028,如此
13029,优秀
13030,文学作品
13031,原因
13032,这样
13033,作品
13034,小人物
13035,个人
13036,命运
13037,串联
13038,起来
13039,法国
13040,大革命
13041,时期
13042, 
13043,�
13044,‍
13045,�
13046,作者
13047,维克多
13048,雨果
13049,【
13050,法
13051,】
13052,法兰西
13053,莎士比亚
13054,�
13055,8
13056,月共读
13057,以为
13058,选
13059,像
13060,基督山
13061,伯爵
13062,一样
13063,轻松
13064,爽文
13065,万万
13066,没想到
13067,内容
13068,量
13069,超乎寻常
13070,丰富
13071,最后
13072,不得不
13073,放弃
13074,双开
13075,儒林外史
13076,集中精力
13077,攻克
13078,皇皇
13079,巨著
13080,�
13081,故事
13082,主线
13083,贫穷
13084,青年
13085,瓦
13086,冉阿让
13087,）
13088,因
13089, 
13090,诚如
13091,作者
13092,序所言
13093,为了
13094,写
13095,三种
13096,贫困
13097,男人
13098,窘迫
13099,女人
13100,黑暗
13101,儿童
13102,只要
13103,三个
13104,尚
13105,解决
13106,那本书
13107,无益
13108,认为
13109,还有
13110,第四种
13111,应该
13112,国家机器
13113,爱
13114,救赎
13115,已经
13116,著作
13117,话题
13118,自由民主
13119,革命
13120,战争
13121,阶级
13122,社会
13123,矛盾
13124,底层
13125,大众
13126, 
13127,灵魂
13128,能
13129,由于
13130,恶劣
13131,命运
13132,影响
13133,彻底
13134,转
13135,成
13136,恶劣
13137,呢
13138,人心
13139,难道
13140,能
13141,像
13142,矮屋
13143,背脊
13144,一样
13145,因
13146,痛苦
13147,压迫
13148,甚而
13149,蜷曲
13150,萎缩
13151,变为
13152,畸形
13153,丑态
13154,造成
13155,各种
13156,不可救药
13157,残废
13158,吗
13159,19
13160,世纪
13161,文学作品
13162,文风
13163,确实
13164,现代人
13165,很难
13166,沉下
13167,心来
13168,如果
13169,现代
13170,作品
13171,同时
13172,阅读
13173,应该
13174,产生
13175,中毒
13176,之感
13177,吧
13178,那些
13179,经典
13180,名著
13181,似乎
13182,更适
13183, 
13184,情节
13185,粗略
13186,一遍
13187,法国
13188,作家
13189,雨果
13190,代表作
13191,悲惨世界
13192,受到
13193,极大
13194,震动
13195,大家
13196,分享
13197,一下
13198,自己
13199,阅读
13200,体验
13201,庆幸
13202,在读
13203,之前
13204,本人
13205,只
13206,知道
13207,主人公
13208,名字
13209,叫
13210,冉阿让
13211,其余
13212,剧情
13213,一无所知
13214,正
13215,故事
13216,内容
13217,一无所知
13218,故而
13219,在读
13220,悲惨世界
13221,文本
13222,时
13223,自己
13224,一种
13225,汪洋大海
13226,上探
13227, 
13228,情节
13229,如果说
13230,十八世纪
13231,贵族
13232,世纪
13233,那么
13234,十九世纪
13235,第三等级
13236,世纪
13237,如果
13238,十八世纪
13239,启蒙
13240,辉煌
13241,时代
13242,那么
13243,世纪
13244,理论
13245,试图
13246,落地
13247,时代
13248,人们
13249,不得不
13250,直面
13251,现实
13252,世界
13253,凄风苦雨
13254,雨果
13255,悲惨世界
13256,十九世纪
13257,上半叶
13258,法国
13259,宏大
13260,画卷
13261,反映
13262,普罗
13263,大众
13264,物质
13265,精神
13266,两
13267,诉求
13268,面包
13269, 
13270,社会
13271,造就
13272,冉阿让
13273,苦难
13274,判处
13275,苦刑
13276,即使
13277,已经
13278,赎清
13279,罪孽
13280,仍
13281,将
13282,苦刑
13283,犯
13284,深深地
13285,烙
13286,身上
13287,不想
13288,一辈子
13289,背负
13290,三个
13291,字
13292,监视
13293,下受
13294,诟骂
13295,地活
13296,按照
13297,规定
13298,路线
13299,走
13300,下去
13301,来到
13302,陌生
13303,城市
13304,抓住机遇
13305,开始
13306,创业
13307,做
13308,慈善
13309,建
13310,学校
13311,盖
13312,养老院
13313,当地
13314,勤劳
13315,男女老少
13316,进厂
13317,工
13318, 
13319,一些
13320,奇怪
13321,巧合
13322,初二
13323,就读
13324,悲惨世界
13325,学校
13326,图书馆
13327,悲惨世界
13328,旧到
13329,掉
13330,渣
13331,纸张
13332,泛黄
13333,墨迹
13334,不均
13335,而且
13336,借出来
13337,上中下
13338,还是
13339,两个
13340,不同
13341,翻译
13342,版本
13343,不过
13344,当时
13345,冉阿让
13346,着迷
13347,居然
13348,少
13349,得
13350,可怜
13351,课间
13352,磨磨蹭蹭
13353,启发
13354,情节
13355,冉阿让
13356,监狱
13357,社会
13358,审判
13359,得出
13360, 
13361,带带
13362,拉拉
13363,一个多月
13364,才
13365,雨果
13366,这本
13367,悲惨世界
13368,结局
13369,竟然
13370,没刀
13371,算是
13372,皆大欢喜
13373,这里
13374,可怜
13375,孩子
13376,可悲
13377,母亲
13378,可敬
13379,神父
13380,可爱
13381,可怜
13382,可悲
13383,可敬
13384,马
13385,德兰
13386,老爹
13387,冉阿让
13388,作者
13389,不想
13390,单纯
13391,写
13392,好
13393,故事
13394,而是
13395,写写
13396,故事
13397,讲
13398,历史
13399,讲会
13400,历史
13401,讲道理
13402,讲完
13403,道
13404, 
13405,悲惨世界
13406,怎样
13407,作品
13408,童年
13409,以为
13410,坏蛋
13411,抓好
13412,故事
13413,中学
13414,时代
13415,以为
13416,一篇
13417,宣扬
13418,阶级斗争
13419,直至
13420,今日
13421,才
13422,意识
13423,这是
13424,关于
13425,爱
13426,恩典
13427,救赎
13428,史诗
13429,真正
13430,史诗
13431,不仅
13432,时代
13433,更
13434,有人
13435,灵魂
13436,灵魂
13437,波澜壮阔
13438,逊色
13439,于
13440,激烈
13441,时代
13442,为什么
13443,悲惨
13444,世
13445, 
13446,革命
13447,必然
13448,带来
13449,鲜血
13450,死亡
13451,正义
13452,法律
13453,背后
13454,拧
13455,巴
13456,无情
13457,年轻人
13458,鲜花
13459,闪耀
13460,需要
13461,将
13462,死
13463,落寞
13464,目送
13465,此书
13466,当会
13467,永远
13468,有益
13469,人类
13470,永远
13471,黑夜
13472,白昼
13473,之间
13474,摇摆
13475,好
13476,还有
13477,善良
13478,善良
13479,进步
13480,给予
13481,走进
13482,良夜
13483,勇气
13484,不是
13485,理想
13486,现实
13487,挣扎
13488,这是
13489,理想
13490,理想
13491,碰撞
13492,理想
13493,混沌
13494, 
13495,雨果
13496,真的
13497,厉害
13498,故事
13499,写
13500,感人
13501,人物
13502,塑造
13503,饱满
13504,社会
13505,评论
13506,犀利
13507,历史
13508,事件
13509,精细
13510,但是
13511,能
13512,分成
13513,不同
13514,书写
13515,当然
13516,只是
13517,个人
13518,喜好
13519,不是
13520,故事
13521,其他
13522,表达
13523,而是
13524,个人
13525,喜欢
13526,更
13527,技巧
13528,融合
13529,为了
13530,马吕斯
13531,保皇党
13532,背景
13533,写
13534,整个
13535,滑铁卢战役
13536,为了
13537,表现
13538,冉阿让
13539, 
13540,情节
13541,故事
13542,发生
13543,拿破仑
13544,战争
13545,之后
13546,十几年
13547,苦役
13548,犯
13549,冉阿让
13550,漫长
13551,救赎
13552,路
13553,文本
13554,很长
13555,涉及
13556,历史
13557,革命
13558,战争
13559,宗教
13560,哲学
13561,道德
13562,法律
13563,社会
13564,等等
13565,部
13566,浩大
13567,巨著
13568,主要
13569,讲述
13570,主人公
13571,冉阿让
13572,从小
13573,无父
13574,无母
13575,姐姐
13576,抚养
13577,长大
13578,随着
13579,姐夫
13580,离去
13581,冉阿让
13582,姐姐
13583,承担
13584,抚养
13585,七个
13586,可怜
13587, 
13588,第一部
13589,芳汀
13590,/
13591,第一卷
13592,正直
13593,/
13594,八
13595,酒后
13596,哲学
13597,虚空
13598,才能
13599,叫
13600,安心
13601,您
13602,那位
13603,东劝
13604,谦让
13605,西劝
13606,牺牲
13607,耶稣
13608,那种
13609,说法
13610,吝啬鬼
13611,穷鬼
13612,劝告
13613,谦让
13614,为什么
13615,牺牲
13616,为什么
13617,从来
13618,没见
13619,一只
13620,狼为
13621,另一只
13622,狼
13623,幸福
13624,牺牲
13625,自己
13626,还是
13627,游戏人间
13628,好
13629,人为
13630,万物之灵
13631,应当
13632, 
13633,才
13634,理解
13635,巨人
13636,词是
13637,多么
13638,震撼
13639,终于
13640,记得
13641,小学
13642,第一次
13643,缩写本
13644,结尾
13645,想
13646,问
13647,妈
13648,冉阿让
13649,为什么
13650,自己
13651,一生
13652,贫穷
13653,但是
13654,没
13655,问
13656,想
13657,为什么
13658,叫
13659,悲惨世界
13660,吧
13661,革命者
13662,热血
13663,洒满
13664,这片
13665,街磊
13666,呐喊
13667,呻吟
13668,不是
13669,恐惧
13670,痛苦
13671,仍
13672,向
13673,死
13674,而战
13675, 
13676,情节
13677,最近
13678,悲惨世界
13679,陪
13680,PVD
13681,LA
13682,好几个
13683,月
13684,啊
13685,开始
13686,音乐剧
13687,震动
13688,于是
13689,找出
13690,原著
13691,来看
13692,前
13693,一部分
13694,各自
13695,法国
13696,历史
13697,拿破仑
13698,宗教
13699,政治
13700,法国
13701,地形
13702,甚至
13703,下水道
13704,等等
13705,看得
13706,云里雾里
13707,革命
13708,开始
13709,高潮
13710,不断
13711,简直
13712,喘
13713,不过
13714,气
13715,革命
13716,大家
13717,去世
13718,来得
13719,猝不及防
13720,且
13721, 
13722,只读
13723,一半
13724,浅浅
13725,记录
13726,一下
13727,阅读
13728,过程
13729,感受
13730,实在
13731,令人叹服
13732,史诗
13733,一般
13734,作品
13735,荡气回肠
13736,小时候
13737,几次
13738,巴黎圣母院
13739,开篇
13740,大段
13741,描写
13742,败下阵来
13743,从此
13744,雨果
13745,作品
13746,便
13747,望而生畏
13748,没想到
13749,尝试
13750,悲惨世界
13751,入
13752,迷
13753,之前
13754,觉得
13755,雨果
13756,冗长
13757,描写
13758,如今
13759,觉得
13760,无一字
13761, 
13762,伟大
13763,维克多
13764,•
13765,雨果
13766,一边
13767,讲
13768,残酷
13769,现实
13770,社会
13771,无时不刻
13772,表达
13773,浪漫
13774,喜欢
13775,样子
13776,肯定
13777,年度
13778,top3
13779,以内
13780,部
13781,宏伟
13782,关于
13783,巴黎
13784,贫穷
13785,人间
13786,疾苦
13787,悲惨
13788,命运
13789,宗教信仰
13790,黑暗
13791,光明
13792,战争
13793,革命
13794,起义
13795,暴动
13796,政治
13797,社会
13798,体系
13799,人性
13800,恶劣
13801,真善美
13802,无数
13803, 
13804,有个
13805,关押
13806,19
13807,犯人
13808,刑满释放
13809,需要
13810,找个
13811,地方
13812,过夜
13813,家
13814,已经
13815,需要
13816,找个
13817,旅馆
13818,住
13819,可是
13820,所有
13821,旅馆
13822,关押
13823,19
13824,拒绝
13825,入住
13826,不管
13827,身上
13828,多少
13829,钱
13830,最后
13831,来到
13832,教堂
13833,进门
13834,向
13835,正在
13836,吃饭
13837,主教
13838,自己
13839,遭遇
13840,非常
13841,恳求
13842,主教
13843,收留
13844,主教
13845,耐
13846, 
13847,情节
13848,第一次
13849,这么
13850,长
13851,外国
13852,长篇小说
13853,十一天
13854,十一个
13855,下午
13856,每天
13857,一百
13858,页
13859,终于
13860,五月
13861,底
13862,书名
13863,叫做
13864,悲惨世界
13865,过程
13866,能够
13867,感受
13868,作者
